Source Country,Name,Field Of Influence,Generation,Influence,Description
France,Brook Mahealani Lee,Arts/Entertainment,Second Generation or Higher,92917,"Brook Antoinette Mahealani Lee , known as Brook Lee, is an American beauty queen, actress, model and TV presenter who was crowned Miss Hawaii USA 1997, Miss USA 1997 and Miss Universe 1997"
France,Nathaniel Macon,Government,Second Generation or Higher,92896,Nathaniel Macon  was an American politician who served as a U
France,Christopher Meloni,Arts/Entertainment,Second Generation or Higher,92728,Christopher Peter Meloni  is an American actor
France,Damon Huard,Sports,Second Generation or Higher,92718,Damon Paul Huard  is a former American football quarterback
France,Emeril Lagasse,Arts/Entertainment,First Generation,92394,"Emeril John Lagasse  is an American celebrity chef, restaurateur, television personality, and cookbook author"
France,Susan La Flesche Picotte,Arts/Entertainment,Second Generation or Higher,91975,Suzanne LaFlesche Picotte  was an Omaha Indian doctor and reformer in the late 19th century
France,Christopher Lambert,Arts/Entertainment,First Generation,91504,"Christophe Guy Denis ""Christopher"" Lambert  is a French actor who has appeared in American, as well as French and other European productions"
France,Garry Trudeau,Arts/Entertainment,Second Generation or Higher,91494,"Garretson Beekman ""Garry"" Trudeau  is an American cartoonist, best known for the Pulitzer Prize-winning Doonesbury comic strip"
France,Daniel Baldwin,Arts/Entertainment,Second Generation or Higher,91219,"Daniel Leroy Baldwin  is an American actor, producer and director"
France,Brian St. Pierre,Sports,Second Generation or Higher,91218,Brian Fuller St  Pierre  is a former American football quarterback who is currently the head football coach of St
France,Gerald Vizenor,Literature,Second Generation or Higher,90211,"Gerald Robert Vizenor  is an Anishinaabe writer and scholar, and an enrolled member of the Minnesota Chippewa Tribe, White Earth Reservation"
France,Tom Bergeron,Arts/Entertainment,Second Generation or Higher,89861,"Thomas ""Tom"" Bergeron  is an American television personality and game show host, best known as the host of America's Funniest Home Videos  and host of the ABC reality series Dancing with the Stars "
France,William Baldwin,Arts/Entertainment,Second Generation or Higher,89609,"William Joseph Baldwin  is an American actor, producer, and writer known for his starring roles in such films as Flatliners , Backdraft , Sliver , Fair Game , Virus , Double Bang , as Johnny 13 in Danny Phantom , Art Heist , The Squid and the Whale , as himself in Forgetting Sarah Marshall , as Senator Patrick Darling in the drama series Dirty Sexy Money , Justice League: Crisis on Two Earths , as William van der Woodsen on Gossip Girl until December 2012, and as Gordon Flint on Parenthood"
France,Mark Gastineau,Sports,Second Generation or Higher,89576,Marcus Dell Gastineau  is a former American football player who was a leading defensive end for the New York Jets from 1979 to 1988
France,Anton Docher,Religion,Second Generation or Higher,89361,"Anton Docher  was a French Franciscan Roman Catholic priest, missionary and defender of the Indians"
France,Madeleine Peyroux,Arts/Entertainment,Second Generation or Higher,89276,"Madeleine Peyroux  is an American jazz singer, songwriter, and guitarist"
France,Gene Lamont,Sports,Second Generation or Higher,89072,Gene William Lamont  is a former catcher and manager in Major League Baseball who managed the Chicago White Sox  and Pittsburgh Pirates 
France,Justin Theroux,Arts/Entertainment,Second Generation or Higher,88737,"Justin Paul Theroux  is an American actor, director, and screenwriter"
France,Jorja Fox,Arts/Entertainment,First Generation,88534,"Jorja-An Fox  is an American actress, musician and songwriter"
France,Lacey Chabert,Arts/Entertainment,Second Generation or Higher,88487,Lacey Nicole Chabert  is an American actress and voice actress
France,Joan Blondell,Arts/Entertainment,First Generation,88332,Rose Joan Blondell  was an American actress who performed in movies and on television for five decades as Joan Blondell
France,Kevyn Aucoin,Arts/Entertainment,Second Generation or Higher,88274,"Kevyn James Aucoin  was an American make-up artist, photographer and author"
France,Kristin Cavallari,Arts/Entertainment,Second Generation or Higher,88195,"Kristin Elizabeth Cutler  is an American television personality, fashion designer, and actress"
France,Joe Germaine,Sports,Second Generation or Higher,88083,Joseph Berton Germaine  is a former American football quarterback
France,Pierre Omidyar,Other,First Generation,87828,Pierre Morad Omidyar  is a French-born Iranian-American entrepreneur and philanthropist
France,Kate Chopin,Literature,Second Generation or Higher,87806,"Kate Chopin, born Katherine O'Flaherty , was a U"
France,Brock Huard,Sports,Second Generation or Higher,87645,"Brock Anthony ""Xavier"" Huard  is a former American football quarterback in the National Football League "
France,Matt LeBlanc,Arts/Entertainment,Second Generation or Higher,87241,"Matthew Steven ""Matt"" LeBlanc  is an American actor and producer, best known for his role as Joey Tribbiani on the NBC sitcom, Friends and its spin-off Joey"
France,E. Annie Proulx,Media/Journalism,Second Generation or Higher,86979,Edna Annie Proulx  is an American journalist and author
France,Shannyn Sossamon,Arts/Entertainment,Second Generation or Higher,86815,"Shannon Marie Kahololani Sossamon, popularly known as Shannyn Sossamon , is an American actress and musician"
France,Susette LaFlesche Tibbles,Arts/Entertainment,Second Generation or Higher,86793,"Susette La Flesche,  also called Inshata Theumba  , was a well-known Native American writer, lecturer, interpreter and artist of the Omaha tribe in Nebraska"
France,Annie Proulx,Literature,Second Generation or Higher,86687,Edna Annie Proulx  is an American journalist and author
France,Paul Theroux,Literature,First Generation,85889,"Paul Edward Theroux  is an American travel writer and novelist, whose best known work of travel writing is perhaps The Great Railway Bazaar "
France,Adolphe Menjou,Arts/Entertainment,First Generation,84962,Adolphe Jean Menjou  was an American actor
France,Octave Chanute,Academia/Science,Second Generation or Higher,84838,"Octave Chanute  was an American civil engineer and aviation pioneer, born in France"
France,Dean Cain,Arts/Entertainment,Second Generation or Higher,84800,Dean George Cain  is an American actor
France,Minka Kelly,Arts/Entertainment,Second Generation or Higher,84723,Minka Dumont Kelly  is an American actress
France,Don LaFontaine,Arts/Entertainment,Second Generation or Higher,84613,"Donald Leroy ""Don"" LaFontaine  was an American voice actor who recorded more than 5,000 film trailers and thousands of television advertisements, network promotions, and video game trailers"
France,Jesse Metcalfe,Arts/Entertainment,Second Generation or Higher,84442,Jesse Eden Metcalfe  is an American actor
France,Franchot Tone,Arts/Entertainment,Second Generation or Higher,83253,"Franchot Tone  was an American stage, film, and television actor, star of many successful films and television series throughout his career, such as Bonanza, Wagon Train, The Twilight Zone, The Alfred Hitchcock Hour, and The Lives of a Bengal Lancer"
France,Eugene Roe,Military,Second Generation or Higher,83232,"Technician Fourth Grade Eugene Gilbert Roe, Sr"
France,Edd Roush,Sports,Second Generation or Higher,82803,Edd J  Roush  was a Major League Baseball player who was elected to the Baseball Hall of Fame in 1962
France,Brian Boucher,Sports,Second Generation or Higher,82674,"Brian ""Boosh"" Boucher   is an American retired professional ice hockey goaltender who played 13 seasons in the National Hockey League  for the Philadelphia Flyers, Phoenix Coyotes, Calgary Flames, Chicago Blackhawks, Columbus Blue Jackets, San Jose Sharks, and Carolina Hurricanes"
France,Marie Laveau,Other,Second Generation or Higher,82509,Marie Catherine Laveau   was a Louisiana Creole practitioner of Voodoo renowned in New Orleans
France,Gillian Jacobs,Arts/Entertainment,Second Generation or Higher,82174,Gillian MacLaren Jacobs  is an American actress and director
France,Eva Le Gallienne,Arts/Entertainment,First Generation,81702,"Eva Le Gallienne  was an English theatrical actress, producer and director during the first half of the 20th century"
France,Josie Maran,Arts/Entertainment,Second Generation or Higher,81118,"Johanna Selhorst ""Josie"" Maran  is an American model, actress, and entrepreneur"
France,John Bevins Moisant,Academia/Science,Second Generation or Higher,80999,"John Bevins Moisant , known as the ""King of Aviators,"" was an American aviator, aeronautical engineer, flight instructor, businessman, and revolutionary"
France,Emily Deschanel,Arts/Entertainment,Second Generation or Higher,80565,Emily Erin Deschanel  is an American actress and producer
France,Edgar de Evia,Arts/Entertainment,First Generation,80531,"Edgar Domingo Evia y Joutard, known professionally as Edgar de Evia , was a Mexican-born American photographer"
France,Lash LeRoux,Sports,Second Generation or Higher,80510,Johnathan Mark LeRoux  is an American cartoonist and former professional wrestler
France,Michael Vartan,Arts/Entertainment,Second Generation or Higher,80316,"Michael S  Vartan  is a French-American actor, known for his role as Michael Vaughn on the American television action drama Alias, and his role on the TNT medical drama Hawthorne"
France,James A. Noe,Government,Second Generation or Higher,80049,
France,William C. Durant,Other,Second Generation or Higher,80040,"William Crapo ""Billy"" Durant  was a leading pioneer of the United States automobile industry, who created the system of multi-brand holding companies with different lines of cars; and the co-founder of General Motors with Frederic L"
France,Steve Broussard,Sports,Second Generation or Higher,79910,Steve Nelson Broussard  was an assistant football coach for the UCLA Bruins
France,John LeClair,Sports,Second Generation or Higher,79108,"John Clark LeClair  is a retired American professional ice hockey player who played 16 seasons in the National Hockey League  with the Montreal Canadiens, Philadelphia Flyers, and Pittsburgh Penguins"
France,JC Chasez,Arts/Entertainment,Second Generation or Higher,79059,"Joshua Scott ""JC"" Chasez  is an American singer, songwriter, dancer, entertainer, record producer, and occasional actor"
France,Adrian Grenier,Arts/Entertainment,First Generation,78773,"Adrian Grenier  is an American actor, producer, director and musician"
France,Jaci Velasquez,Arts/Entertainment,Second Generation or Higher,78750,"Jacquelyn ""Jaci"" Davette Velasquez  is an American actress and Contemporary Christian and Latin pop singer, performing in both English and Spanish"
